Time,Voltage
7.5600001000E-08,0.0080000060
7.6000001000E-08,0.0080000060
7.6400001000E-08,0.0000000060
7.6800001000E-08,0.0000000060
7.7200001000E-08,0.0000000060
7.7600001000E-08,0.0080000060
7.8000001000E-08,0.0080000060
7.8400001000E-08,0.0080000060
7.8800001100E-08,0.0000000060
7.9200001100E-08,0.0000000060
7.9600001100E-08,0.0080000060
8.0000001100E-08,0.0000000060
8.0400001100E-08,0.0000000060
8.0800001100E-08,0.0080000060
8.1200001100E-08,0.0080000060
8.1600001100E-08,0.0080000060
8.2000001100E-08,0.0080000060
8.2400001100E-08,0.0080000060
8.2800001100E-08,0.0080000060
8.3200001100E-08,0.0000000060
8.3600001100E-08,0.0000000060
8.4000001100E-08,0.0000000060
8.4400001100E-08,0.0080000060
8.4800001100E-08,0.0080000060
8.5200001100E-08,0.0000000060
8.5600001100E-08,0.0080000060
8.6000001100E-08,0.0000000060
8.6400001200E-08,0.0080000060
8.6800001200E-08,0.0080000060
8.7200001200E-08,0.0160000100
8.7600001200E-08,0.0000000060
8.8000001200E-08,0.0080000060
8.8400001200E-08,0.0080000060
8.8800001200E-08,0.0080000060
8.9200001200E-08,0.0000000060
8.9600001200E-08,0.0000000060
9.0000001200E-08,0.0000000060
9.0400001200E-08,-0.0079999940
9.0800001200E-08,0.0000000060
9.1200001200E-08,0.0080000060
9.1600001200E-08,0.0080000060
9.2000001200E-08,0.0080000060
9.2400001200E-08,0.0080000060
9.2800001200E-08,0.0000000060
9.3200001200E-08,0.0080000060
9.3600001200E-08,0.0000000060
9.4000001300E-08,0.0000000060
9.4400001300E-08,0.0080000060
9.4800001300E-08,0.0000000060
9.5200001300E-08,0.0000000060
9.5600001300E-08,0.0080000060
9.6000001300E-08,0.0080000060
9.6400001300E-08,0.0000000060
9.6800001300E-08,0.0080000060
9.7200001300E-08,0.0080000060
9.7600001300E-08,0.0080000060
9.8000001300E-08,0.0080000060
9.8400001300E-08,0.0000000060
9.8800001300E-08,0.0080000060
9.9200001300E-08,0.0080000060
9.9600001300E-08,0.0000000060
1.0000000100E-07,0.0080000060
1.0040000100E-07,0.0080000060
1.0080000100E-07,0.0080000060
1.0120000100E-07,0.0080000060
1.0160000100E-07,0.0080000060
1.0200000100E-07,0.0080000060
1.0240000100E-07,0.0080000060
1.0280000100E-07,0.0080000060
1.0320000100E-07,0.0080000060
1.0360000100E-07,0.0000000060
1.0400000100E-07,0.0000000060
1.0440000100E-07,0.0080000060
1.0480000100E-07,0.0080000060
1.0520000100E-07,0.0000000060
1.0560000100E-07,0.0080000060
1.0600000100E-07,0.0080000060
1.0640000100E-07,0.0080000060
1.0680000100E-07,0.0080000060
1.0720000100E-07,0.0080000060
1.0760000100E-07,0.0080000060
1.0800000100E-07,0.0160000100
1.0840000100E-07,0.0160000100
1.0880000100E-07,0.0080000060
1.0920000100E-07,0.0000000060
1.0960000100E-07,0.0080000060
1.1000000100E-07,0.0080000060
1.1040000100E-07,0.0080000060
1.1080000100E-07,0.0080000060
1.1120000100E-07,0.0160000100
1.1160000100E-07,0.0080000060
1.1200000100E-07,0.0160000100
1.1240000200E-07,0.0080000060
