Time,Voltage
-1.7728000200E-07,0.0999998300
-1.7720000200E-07,0.0648435800
-1.7712000200E-07,0.0179685800
-1.7704000200E-07,-0.0320314200
-1.7696000200E-07,-0.0742189200
-1.7688000200E-07,-0.1000002000
-1.7680000200E-07,-0.0976564200
-1.7672000200E-07,-0.0726564200
-1.7664000200E-07,-0.0265626700
-1.7656000200E-07,0.0335935800
-1.7648000200E-07,0.0999998300
-1.7640000200E-07,0.1648436000
-1.7632000200E-07,0.2210936000
-1.7624000200E-07,0.2632811000
-1.7616000200E-07,0.2906248000
-1.7608000200E-07,0.2999998000
-1.7600000200E-07,0.2906248000
-1.7592000200E-07,0.2632811000
-1.7584000200E-07,0.2210936000
-1.7576000200E-07,0.1648436000
-1.7568000200E-07,0.0999998300
-1.7560000200E-07,0.0335935800
-1.7552000200E-07,-0.0265626700
-1.7544000200E-07,-0.0726564200
-1.7536000200E-07,-0.0976564200
-1.7528000200E-07,-0.1000002000
-1.7520000200E-07,-0.0757814200
-1.7512000200E-07,-0.0343751700
-1.7504000200E-07,0.0140623300
-1.7496000200E-07,0.0617185800
-1.7488000200E-07,0.0999998300
-1.7480000200E-07,0.1226561000
-1.7472000200E-07,0.1296873000
-1.7464000200E-07,0.1249998000
-1.7456000200E-07,0.1132811000
-1.7448000200E-07,0.0999998300
-1.7440000200E-07,0.0906248300
-1.7432000200E-07,0.0874998300
-1.7424000200E-07,0.0890623300
-1.7416000200E-07,0.0945310800
-1.7408000200E-07,0.0999998300
-1.7400000200E-07,0.1062498000
-1.7392000200E-07,0.1085936000
-1.7384000200E-07,0.1070311000
-1.7376000200E-07,0.1039061000
-1.7368000200E-07,0.0999998300
-1.7360000200E-07,0.0976560800
-1.7352000200E-07,0.0968748300
-1.7344000200E-07,0.0976560800
-1.7336000200E-07,0.0992185800
-1.7328000200E-07,0.0999998300
-1.7320000200E-07,0.0999998300
-1.7312000200E-07,0.0999998300
-1.7304000200E-07,0.0999998300
-1.7296000200E-07,0.0999998300
-1.7288000200E-07,0.0999998300
-1.7280000200E-07,0.1015623000
-1.7272000200E-07,0.1031248000
-1.7264000200E-07,0.1039061000
-1.7256000200E-07,0.1031248000
-1.7248000200E-07,0.0999998300
-1.7240000200E-07,0.0953123300
-1.7232000200E-07,0.0906248300
-1.7224000200E-07,0.0890623300
-1.7216000200E-07,0.0921873300
-1.7208000200E-07,0.0999998300
-1.7200000200E-07,0.1117186000
-1.7192000200E-07,0.1210936000
-1.7184000200E-07,0.1249998000
-1.7176000200E-07,0.1179686000
-1.7168000200E-07,0.0999998300
-1.7160000200E-07,0.0765623300
-1.7152000200E-07,0.0546873300
-1.7144000200E-07,0.0460935800
-1.7136000200E-07,0.0601560800
-1.7128000200E-07,0.0999998300
-1.7120000200E-07,0.1609373000
-1.7112000200E-07,0.2289061000
-1.7104000200E-07,0.2859373000
-1.7096000200E-07,0.3140623000
-1.7088000200E-07,0.2999998000
-1.7080000200E-07,0.2414061000
-1.7072000200E-07,0.1515623000
-1.7064000200E-07,0.0492185800
-1.7056000200E-07,-0.0406251700
-1.7048000200E-07,-0.1000002000
-1.7040000200E-07,-0.1132814000
-1.7032000200E-07,-0.0851564200
-1.7024000200E-07,-0.0281251700
-1.7016000200E-07,0.0398435800
